user,name,hours,hours_rating
975449,Mirror's Edge,7.6,2.0
975449,Mount & Blade Warband,8.5,3.0
975449,Napoleon Total War,37.0,5.0
975449,PAYDAY The Heist,6.1,2.0
975449,Portal,5.1,2.0
975449,Portal 2,44.0,5.0
975449,RAGE,24.0,4.0
975449,Rising Storm/Red Orchestra 2 Multiplayer,3.4,1.0
975449,Saints Row The Third,4.2,2.0
975449,Serious Sam 3 BFE,19.9,4.0
975449,Serious Sam HD The Second Encounter,4.5,2.0
975449,Super Meat Boy,2.5,1.0
975449,Team Fortress 2,458.0,5.0
975449,Terraria,4.8,2.0
975449,The Binding of Isaac,2.3,1.0
975449,The Elder Scrolls V Skyrim,43.0,5.0
975449,The Walking Dead,3.8,1.0
975449,Tomb Raider,3.1,1.0
975449,Torchlight,6.8,2.0
975449,Torchlight II,5.9,2.0
975449,Total War SHOGUN 2,29.0,5.0
975449,XCOM Enemy Unknown,41.0,5.0
983600,Counter-Strike Source,55.0,5.0
994489,Counter-Strike,1087.0,5.0
994489,Counter-Strike Global Offensive,290.0,5.0
994489,Dota 2,18.7,4.0
1072465,Counter-Strike,12.7,4.0
1072465,Counter-Strike Condition Zero,9.8,3.0
1072465,Counter-Strike Source,75.0,5.0
1129452,Half-Life 2,14.4,4.0
1129452,Half-Life 2 Episode One,9.5,3.0
1129452,Half-Life 2 Episode Two,13.5,4.0
1364546,Counter-Strike,553.0,5.0
1423371,Counter-Strike Global Offensive,241.0,5.0
1612666,BioShock Infinite,28.0,5.0
1612666,Counter-Strike Global Offensive,11.9,3.0
1612666,Dota 2,7.4,2.0
1612666,Fallout New Vegas,14.4,4.0
1612666,Grand Theft Auto IV,2.5,1.0
1612666,Hitman Absolution,10.5,3.0
1612666,L.A. Noire,4.0,1.0
1612666,Left 4 Dead 2,5.8,2.0
1612666,Max Payne 3,16.7,4.0
1612666,Sid Meier's Civilization V,19.1,4.0
1612666,Sleeping Dogs,12.9,4.0
1612666,The Witcher 2 Assassins of Kings Enhanced Edition,6.2,2.0
1612666,Tomb Raider,20.0,4.0
1834453,Call of Duty Black Ops - Multiplayer,22.0,4.0
1834453,Call of Duty Modern Warfare 2 - Multiplayer,175.0,5.0
1936551,Batman Arkham Asylum GOTY Edition,2.5,1.0
1936551,Borderlands 2,15.7,4.0
1936551,Castle Crashers,20.0,4.0
1936551,FTL Faster Than Light,30.0,5.0
1936551,Far Cry 3,5.1,2.0
1936551,Game Dev Tycoon,16.8,4.0
1936551,Kerbal Space Program,9.5,3.0
1936551,Napoleon Total War,7.1,2.0
1936551,Prison Architect,43.0,5.0
1936551,The Witcher 2 Assassins of Kings Enhanced Edition,7.5,2.0
1936551,Trine 2,3.2,1.0
1936551,"Warhammer 40,000 Dawn of War II",18.5,4.0
1950243,Alien Swarm,3.8,1.0
1950243,Arma 3,2.6,1.0
1950243,Battlefield Bad Company 2,40.0,5.0
1950243,Borderlands,7.6,2.0
1950243,Borderlands 2,11.0,3.0
1950243,Company of Heroes 2,13.3,4.0
1950243,Counter-Strike Global Offensive,45.0,5.0
1950243,Counter-Strike Source,14.4,4.0
1950243,Dead Island,11.8,3.0
1950243,Dungeon Defenders,11.1,3.0
1950243,Dungeon Defenders II,9.2,3.0
1950243,Left 4 Dead,27.0,5.0
1950243,Left 4 Dead 2,49.0,5.0
1950243,Rocket League,6.3,2.0
1950243,Team Fortress 2,27.0,5.0
2039434,Team Fortress 2,69.0,5.0
2083767,Call of Duty Modern Warfare 3 - Multiplayer,2.9,1.0
2083767,Clicker Heroes,11.1,3.0
2083767,Counter-Strike,2.1,1.0
2083767,Counter-Strike Global Offensive,5.0,2.0
2083767,Counter-Strike Source,3.4,1.0
2083767,Dota 2,3.1,1.0
2083767,Orcs Must Die! 2,28.0,5.0
2083767,Path of Exile,13.1,4.0
2083767,Rocket League,10.1,3.0
2083767,The Elder Scrolls V Skyrim,42.0,5.0
2083767,Torchlight,15.8,4.0
2110581,Battlefield Bad Company 2,32.0,5.0
2110581,Call of Duty Modern Warfare 2 - Multiplayer,5.2,2.0
2110581,Counter-Strike,8.8,3.0
2110581,Counter-Strike Global Offensive,140.0,5.0
2110581,Counter-Strike Source,30.0,5.0
2110581,DC Universe Online,5.7,2.0
2110581,Dota 2,20.0,4.0
2110581,Half-Life 2 Deathmatch,2.1,1.0
2110581,Portal,6.4,2.0
2110581,Portal 2,12.7,4.0
2110581,Serious Sam HD The Second Encounter,5.2,2.0
2110581,Team Fortress 2,2.3,1.0
2184507,Counter-Strike,5.2,2.0
2259650,Alien Swarm,3.2,1.0
2259650,Battlefield Bad Company 2,9.2,3.0
2259650,BioShock Infinite,12.2,4.0
2259650,Borderlands,103.0,5.0
2259650,Borderlands 2,223.0,5.0
2259650,Call of Duty Black Ops II - Multiplayer,195.0,5.0
2259650,Counter-Strike Global Offensive,4.6,2.0
2259650,Counter-Strike Source,6.2,2.0
2259650,Fallout 4,116.0,5.0
2259650,Grand Theft Auto IV,3.0,1.0
2259650,Grand Theft Auto V,4.3,2.0
2259650,Killing Floor,3.8,1.0
2259650,Left 4 Dead,91.0,5.0
2259650,Left 4 Dead 2,505.0,5.0
2259650,Magicka,2.1,1.0
2259650,Max Payne 3,10.5,3.0
2259650,Portal 2,21.0,4.0
2259650,RAGE,17.1,4.0
2259650,Saints Row The Third,9.8,3.0
2259650,Sid Meier's Civilization V,12.0,3.0
2259650,South Park The Stick of Truth,22.0,4.0
2259650,Team Fortress 2,557.0,5.0
2259650,Tropico 4,2.1,1.0
2259650,Wolfenstein The New Order,14.7,4.0
2428602,Dota 2,473.0,5.0
2643609,Battlefield Bad Company 2,55.0,5.0
2643609,Call of Duty Black Ops - Multiplayer,46.0,5.0
2643609,Call of Duty Modern Warfare 2 - Multiplayer,87.0,5.0
2643609,Call of Duty Modern Warfare 3,3.1,1.0
2643609,Call of Duty Modern Warfare 3 - Multiplayer,2.3,1.0
2643609,Counter-Strike,286.0,5.0
2643609,Counter-Strike Global Offensive,60.0,5.0
2643609,Counter-Strike Source,153.0,5.0
2643609,Garry's Mod,3.0,1.0
2643609,Left 4 Dead 2,2.3,1.0
2643609,PAYDAY 2,6.2,2.0
2643609,Portal 2,13.4,4.0
2643609,Team Fortress 2,5.1,2.0
2753525,ARK Survival Evolved,27.0,5.0
2753525,Alien Swarm,3.2,1.0
2753525,Call of Duty Black Ops II - Multiplayer,9.2,3.0
2753525,Call of Duty Black Ops II - Zombies,6.9,2.0
2753525,Chivalry Medieval Warfare,2.5,1.0
2753525,Counter-Strike,67.0,5.0
2753525,Counter-Strike Global Offensive,176.0,5.0
2753525,Counter-Strike Source,99.0,5.0
2753525,Day of Defeat Source,2.4,1.0
2753525,Dirty Bomb,34.0,5.0
2753525,Dota 2,132.0,5.0
2753525,Dying Light,3.6,1.0
2753525,Garry's Mod,19.0,4.0
2753525,Grand Theft Auto IV,18.3,4.0
2753525,Grand Theft Auto V,154.0,5.0
2753525,H1Z1,152.0,5.0
2753525,Half-Life 2,13.2,4.0
2753525,Half-Life 2 Episode One,3.2,1.0
2753525,Half-Life 2 Episode Two,3.8,1.0
2753525,Left 4 Dead 2,6.4,2.0
2753525,Loadout,9.1,3.0
2753525,METAL GEAR SOLID V THE PHANTOM PAIN,26.0,5.0
2753525,PlanetSide 2,4.1,2.0
2753525,Portal,3.3,1.0
2753525,Portal 2,10.5,3.0
2753525,RAGE,6.8,2.0
2753525,Rocket League,17.3,4.0
2753525,Rust,18.2,4.0
2753525,TERA,14.0,4.0
2753525,Team Fortress 2,28.0,5.0
2753525,Torchlight II,29.0,5.0
2753525,Warframe,32.0,5.0
2753525,XCOM Enemy Unknown,3.0,1.0
3054990,Counter-Strike,60.0,5.0
3238976,Counter-Strike,5.5,2.0
3244702,Counter-Strike,4.3,2.0
3244702,Counter-Strike Global Offensive,63.0,5.0
3249166,Counter-Strike,23.0,4.0
3449240,Arma 2,50.0,5.0
3449240,Arma 2 Operation Arrowhead,16.3,4.0
3449240,Arma 3,168.0,5.0
3449240,Battlefield Bad Company 2,107.0,5.0
3449240,Call of Duty Black Ops - Multiplayer,47.0,5.0
3449240,Cities Skylines,8.7,3.0
3449240,Counter-Strike Global Offensive,74.0,5.0
3449240,Counter-Strike Source,142.0,5.0
3449240,Dark Souls Prepare to Die Edition,2.6,1.0
3449240,Don't Starve,10.1,3.0
3449240,FTL Faster Than Light,13.9,4.0
3449240,Grand Theft Auto IV,20.0,4.0
3449240,H1Z1,17.4,4.0
3449240,Left 4 Dead,53.0,5.0
3449240,Left 4 Dead 2,43.0,5.0
3449240,Mount & Blade Warband,15.3,4.0
3449240,Path of Exile,114.0,5.0
3449240,Portal 2,5.2,2.0
3449240,Rising Storm/Red Orchestra 2 Multiplayer,3.9,1.0
3449240,Robocraft,5.4,2.0
3449240,Sid Meier's Civilization V,90.0,5.0
3449240,Team Fortress 2,254.0,5.0
3449240,Terraria,4.6,2.0
3449240,The Elder Scrolls V Skyrim,11.6,3.0
3449240,Total War SHOGUN 2,43.0,5.0
3527485,Counter-Strike,6.6,2.0
3527485,Dota 2,455.0,5.0
3527485,Garry's Mod,3.0,1.0
3527485,Half-Life 2,3.8,1.0
3527485,Half-Life 2 Deathmatch,2.3,1.0
3527485,Left 4 Dead 2,10.5,3.0
3527485,Portal,2.7,1.0
3527485,Portal 2,11.4,3.0
3674653,Counter-Strike,772.0,5.0
3747293,Counter-Strike Source,8.1,3.0
3783783,Call of Duty Black Ops,33.0,5.0
3783783,Call of Duty Black Ops - Multiplayer,154.0,5.0
3783783,Counter-Strike,123.0,5.0
3783783,Counter-Strike Condition Zero,97.0,5.0
3783783,Counter-Strike Global Offensive,882.0,5.0
3783783,H1Z1,142.0,5.0
3783783,Rocket League,2.5,1.0
3783783,Team Fortress 2,10.5,3.0
3979930,Arma 2,38.0,5.0
3979930,Arma 2 Operation Arrowhead,18.9,4.0
3979930,FTL Faster Than Light,145.0,5.0
3979930,Fallout New Vegas,46.0,5.0
3979930,Left 4 Dead,3.1,1.0
4064412,Counter-Strike,1312.0,5.0
4156158,Counter-Strike,9.7,3.0
4485779,Counter-Strike,1697.0,5.0
4595423,Alien Swarm,2.4,1.0
4595423,Counter-Strike,4.8,2.0
4595423,Team Fortress 2,11.8,3.0
4677023,Counter-Strike,2.8,1.0
4812175,Counter-Strike,4.2,2.0
4824107,Dota 2,91.0,5.0
4824107,Left 4 Dead 2,273.0,5.0
4824107,Natural Selection 2,4.1,2.0
4824107,Portal,4.5,2.0
4824107,Portal 2,18.2,4.0
4824107,Rocket League,152.0,5.0
4824107,Team Fortress 2,4.9,2.0
4824107,Terraria,27.0,5.0
4834220,BioShock Infinite,265.0,5.0
4834220,Borderlands 2,427.0,5.0
4834220,Call of Duty Black Ops,7.3,2.0
4834220,Call of Duty Black Ops II,6.3,2.0
4834220,Call of Duty Modern Warfare 2,35.0,5.0
4834220,Call of Duty Modern Warfare 2 - Multiplayer,175.0,5.0
4834220,Call of Duty Modern Warfare 3,5.4,2.0
4834220,Call of Duty Modern Warfare 3 - Multiplayer,39.0,5.0
4834220,Counter-Strike Source,7.6,2.0
4834220,Dota 2,474.0,5.0
4834220,Fallout 4,19.8,4.0
4834220,Team Fortress 2,10.9,3.0
4834220,The Elder Scrolls V Skyrim,58.0,5.0
4834220,Total War ROME II - Emperor Edition,329.0,5.0
4877411,Counter-Strike,38.0,5.0
4877411,Counter-Strike Condition Zero,238.0,5.0
4986667,Counter-Strike,72.0,5.0
5217749,Counter-Strike,10.8,3.0
5220782,Call of Duty Black Ops,11.0,3.0
5220782,Call of Duty Black Ops - Multiplayer,39.0,5.0
5220782,Counter-Strike Source,30.0,5.0
5232588,Counter-Strike,6.5,2.0
5270060,Battlefield Bad Company 2,2.9,1.0
5270060,Counter-Strike Source,12.2,4.0
5307960,Counter-Strike,4.3,2.0
5387470,Arma 3,1055.0,5.0
5387470,Counter-Strike,3.4,1.0
5387470,Counter-Strike Global Offensive,16.1,4.0
5387470,Counter-Strike Source,516.0,5.0
5387470,DayZ,4.3,2.0
5387470,Grand Theft Auto V,9.3,3.0
5387470,Insurgency,72.0,5.0
5387470,Medieval II Total War,4.1,2.0
5387470,Rising Storm/Red Orchestra 2 Multiplayer,242.0,5.0
5387470,Team Fortress 2,3.3,1.0
5600822,Counter-Strike Source,6.6,2.0
5689496,Counter-Strike Source,9.9,3.0
5759284,Counter-Strike,10.1,3.0
5860071,Battlefield Bad Company 2,24.0,4.0
5860071,Counter-Strike,4.9,2.0
5860071,Counter-Strike Source,8.2,3.0
5860071,Dota 2,3.2,1.0
5860071,H1Z1,75.0,5.0
5860071,South Park The Stick of Truth,10.7,3.0
5949488,Clicker Heroes,228.0,5.0
5949488,Dota 2,3.5,1.0
5949488,Half-Life 2,4.9,2.0
5976642,Counter-Strike,55.0,5.0
5976642,Counter-Strike Source,47.0,5.0
5976642,Team Fortress 2,18.3,4.0
5990132,Banished,8.5,3.0
5990132,Prison Architect,185.0,5.0
5990132,Starbound,6.1,2.0
6144819,Borderlands,3.1,1.0
6144819,Borderlands 2,31.0,5.0
6144819,Borderlands The Pre-Sequel,3.9,1.0
6144819,Counter-Strike Condition Zero,5.4,2.0
6144819,Counter-Strike Global Offensive,4.9,2.0
6144819,Fallout 4,46.0,5.0
6144819,Left 4 Dead 2,212.0,5.0
6144819,Team Fortress 2,137.0,5.0
6144819,The Elder Scrolls V Skyrim,59.0,5.0
6252885,Company of Heroes 2,31.0,5.0
6252885,Counter-Strike,4.8,2.0
6252885,Counter-Strike Condition Zero,4.2,2.0
6252885,Counter-Strike Global Offensive,51.0,5.0
6439568,Call of Duty Ghosts - Multiplayer,56.0,5.0
6439568,Counter-Strike,251.0,5.0
6439568,Counter-Strike Global Offensive,9.5,3.0
6439568,Counter-Strike Source,44.0,5.0
6717871,Batman Arkham Asylum GOTY Edition,16.7,4.0
6717871,Batman Arkham City GOTY,5.8,2.0
6717871,Battlefield Bad Company 2,8.7,3.0
6717871,Borderlands,19.7,4.0
6717871,Borderlands 2,86.0,5.0
6717871,Borderlands The Pre-Sequel,42.0,5.0
6717871,Dishonored,7.0,2.0
6717871,Euro Truck Simulator 2,10.7,3.0
6717871,FTL Faster Than Light,6.2,2.0
6717871,Half-Life 2 Episode Two,3.5,1.0
6717871,PlanetSide 2,4.3,2.0
6717871,Portal 2,18.5,4.0
6717871,RAGE,17.1,4.0
6717871,Rocket League,22.0,4.0
6717871,The Elder Scrolls V Skyrim,5.4,2.0
6717871,Tomb Raider,9.9,3.0
6717871,Torchlight,5.0,2.0
6928806,Age of Empires II HD Edition,4.8,2.0
6928806,Batman Arkham City GOTY,39.0,5.0
6928806,BioShock Infinite,37.0,5.0
6928806,Counter-Strike Global Offensive,4.6,2.0
6928806,Counter-Strike Source,7.3,2.0
6928806,Dota 2,702.0,5.0
6928806,L.A. Noire,29.0,5.0
6928806,Left 4 Dead 2,4.6,2.0
6928806,PAYDAY 2,55.0,5.0
6928806,Saints Row The Third,9.1,3.0
6928806,Sniper Elite V2,3.0,1.0
6928806,Total War ROME II - Emperor Edition,2.3,1.0
6979578,Counter-Strike,107.0,5.0
6979578,Counter-Strike Condition Zero,10.1,3.0
7015471,Fallout New Vegas,53.0,5.0
7015471,Half-Life 2,15.7,4.0
7015471,Half-Life 2 Episode One,4.9,2.0
7015471,Half-Life 2 Episode Two,5.4,2.0
7015471,Left 4 Dead,3.4,1.0
7015471,Portal 2,46.0,5.0
7015471,Sid Meier's Civilization V,328.0,5.0
7015471,The Elder Scrolls V Skyrim,113.0,5.0
7020135,Counter-Strike,27.0,5.0
7020135,Counter-Strike Condition Zero,19.7,4.0
7020135,Counter-Strike Source,307.0,5.0
7163917,Half-Life 2,2.8,1.0
7163917,Half-Life 2 Episode Two,4.5,2.0
7163917,Left 4 Dead 2,33.0,5.0
7163917,Portal,5.7,2.0
7163917,Team Fortress 2,8.5,3.0
7203603,Call of Duty Modern Warfare 2,14.3,4.0
7203603,Call of Duty Modern Warfare 2 - Multiplayer,71.0,5.0
7203603,Chivalry Medieval Warfare,44.0,5.0
7203603,Counter-Strike,7.0,2.0
7203603,Counter-Strike Global Offensive,449.0,5.0
7203603,Counter-Strike Source,115.0,5.0
7203603,Dead Island Epidemic,6.0,2.0
7203603,Marvel Heroes 2015,164.0,5.0
7203603,Rust,262.0,5.0
7203603,Team Fortress 2,10.3,3.0
7249363,Counter-Strike,38.0,5.0
7249363,Darksiders,2.6,1.0
7273540,Battlefield Bad Company 2,78.0,5.0
7273540,War Thunder,463.0,5.0
7418489,Counter-Strike,111.0,5.0
7418489,Counter-Strike Source,213.0,5.0
7431946,Borderlands 2,148.0,5.0
7431946,Borderlands The Pre-Sequel,75.0,5.0
7431946,Cities Skylines,7.8,2.0
7431946,Counter-Strike Global Offensive,17.8,4.0
7431946,Day of Defeat Source,15.6,4.0
7431946,Dota 2,17.8,4.0
7431946,Dungeon Defenders II,20.0,4.0
7431946,Natural Selection 2,12.8,4.0
7431946,PlanetSide 2,3.5,1.0
7431946,Portal 2,13.9,4.0
7431946,Prison Architect,8.1,3.0
7431946,Sid Meier's Civilization Beyond Earth,28.0,5.0
7431946,Sid Meier's Civilization V,40.0,5.0
7431946,Starbound,30.0,5.0
7431946,Team Fortress 2,16.1,4.0
7431946,Torchlight II,5.2,2.0
7431946,Warframe,51.0,5.0
7440594,ARK Survival Evolved,3.7,1.0
7440594,Batman Arkham Origins,77.0,5.0
7440594,Besiege,4.7,2.0
7440594,Borderlands 2,40.0,5.0
7440594,Counter-Strike,6.3,2.0
7440594,Counter-Strike Global Offensive,46.0,5.0
7440594,Counter-Strike Source,7.1,2.0
7440594,Darksiders II,27.0,5.0
7440594,Deus Ex Human Revolution,91.0,5.0
7440594,Far Cry 3,31.0,5.0
7440594,Half-Life 2,3.9,1.0
7440594,Just Cause 2,288.0,5.0
7440594,Max Payne 3,8.4,3.0
7440594,Metro 2033,33.0,5.0
7440594,Metro Last Light,14.4,4.0
7440594,Path of Exile,5.0,2.0
7440594,RIFT,3.2,1.0
7440594,Rocket League,158.0,5.0
7440594,Tomb Raider,12.5,4.0
7440594,Torchlight II,13.8,4.0
7519923,Counter-Strike,35.0,5.0
7736384,Counter-Strike,478.0,5.0
7736384,Counter-Strike Global Offensive,193.0,5.0
7757631,Counter-Strike,94.0,5.0
7907686,Age of Empires III Complete Collection,2.7,1.0
7907686,Borderlands,55.0,5.0
7907686,Borderlands 2,14.2,4.0
7907686,Cities Skylines,16.1,4.0
7907686,Euro Truck Simulator 2,5.5,2.0
7907686,Game Dev Tycoon,6.0,2.0
7907686,Grand Theft Auto IV,26.0,5.0
7907686,L.A. Noire,13.3,4.0
7907686,Left 4 Dead,37.0,5.0
7907686,Left 4 Dead 2,42.0,5.0
7907686,Mass Effect,9.9,3.0
7907686,Mirror's Edge,6.5,2.0
7907686,Portal,9.1,3.0
7907686,Saints Row IV,11.7,3.0
7907686,Saints Row The Third,15.0,4.0
7907686,Sid Meier's Civilization Beyond Earth,18.9,4.0
7907686,Sid Meier's Civilization V,175.0,5.0
7907686,Sleeping Dogs,19.1,4.0
7907686,Team Fortress 2,2.6,1.0
7907686,Tropico 4,38.0,5.0
7907686,XCOM Enemy Unknown,37.0,5.0
7955670,Call of Duty Modern Warfare 3 - Multiplayer,13.6,4.0
7955670,Counter-Strike,1359.0,5.0
7955670,Counter-Strike Condition Zero,25.0,5.0
7955670,Counter-Strike Global Offensive,297.0,5.0
7955670,Left 4 Dead 2,160.0,5.0
7955670,Team Fortress 2,2060.0,5.0
8013465,Counter-Strike,3.9,1.0
8100868,Counter-Strike,10.2,3.0
8259307,Batman Arkham City GOTY,2.7,1.0
8259307,Cities Skylines,2.6,1.0
8259307,Defiance,2.5,1.0
8259307,Fallout 3 - Game of the Year Edition,2.9,1.0
8259307,Marvel Heroes 2015,6.8,2.0
8259307,Sid Meier's Civilization V,7.2,2.0
8259307,Team Fortress 2,55.0,5.0
8259307,The Elder Scrolls V Skyrim,6.9,2.0
8259307,Tropico 4,2.1,1.0
8311704,Half-Life 2 Episode Two,13.6,4.0
8311704,Left 4 Dead,6.1,2.0
8542204,Borderlands 2,4.3,2.0
8542204,Call of Duty Black Ops,2.1,1.0
8542204,Call of Duty Black Ops - Multiplayer,21.0,4.0
